Garis Kemiskinan Menurut Kabupaten Kota (Rupiah/Kapita/Bulan),,
NAMA WILAYAH,TAHUN,GARIS KEMISKINAN (Rupiah/Kapita/Bulan)
LANNY JAYA,2023,625677
TOLIKARA,2016,228288
TOLIKARA,2017,252132
TOLIKARA,2018,371589
TOLIKARA,2019,382936
TOLIKARA,2020,404812
TOLIKARA,2021,441994
TOLIKARA,2022,472692
TOLIKARA,2023,525770
MAMBERAMO TENGAH,2016,336736
MAMBERAMO TENGAH,2017,370978
MAMBERAMO TENGAH,2018,375753
MAMBERAMO TENGAH,2019,388619
MAMBERAMO TENGAH,2020,412574
MAMBERAMO TENGAH,2021,449409
MAMBERAMO TENGAH,2022,475436
MAMBERAMO TENGAH,2023,526584
YALIMO,2016,286170
YALIMO,2017,316059
YALIMO,2018,320971
YALIMO,2019,330040
YALIMO,2020,347171
YALIMO,2021,378167
YALIMO,2022,395868
YALIMO,2023,434256
YAHUKIMO,2016,320783
YAHUKIMO,2017,338613
YAHUKIMO,2018,379628
YAHUKIMO,2019,414936
YAHUKIMO,2020,428433
YAHUKIMO,2021,466113
YAHUKIMO,2022,496222
YAHUKIMO,2023,549772
PEGUNUNGAN BINTANG,2016,431818
PEGUNUNGAN BINTANG,2017,455819
PEGUNUNGAN BINTANG,2018,511229
PEGUNUNGAN BINTANG,2019,560354
PEGUNUNGAN BINTANG,2020,580393
PEGUNUNGAN BINTANG,2021,632210
PEGUNUNGAN BINTANG,2022,692059
PEGUNUNGAN BINTANG,2023,766275
