PERSENTASE PENDUDUK P0 MISKIN KABUPATEN KOTA,,
NAMA WILAYAH,TAHUN,PENDUDUK MISKIN (Persen)
Cianjur,2007,18.49
Cianjur,2008,15.38
Cianjur,2009,14.14
Cianjur,2010,14.32
Cianjur,2011,13.82
Cianjur,2012,13.18
Cianjur,2013,12.02
Cianjur,2014,11.47
Cianjur,2015,12.21
Cianjur,2016,11.62
Cianjur,2017,11.41
Cianjur,2018,9.81
Cianjur,2019,9.15
Cianjur,2020,10.36
Cianjur,2021,11.18
Cianjur,2022,10.55
Cianjur,2023,10.22
Cianjur,2024,10.14
Bandung,2004,11.84
Bandung,2005,13.33
Bandung,2006,15.15
Bandung,2007,13.14
Bandung,2008,9.42
Bandung,2009,8.29
Bandung,2010,9.29
Bandung,2011,8.99
Bandung,2012,8.33
Bandung,2013,7.94
Bandung,2014,7.65
Bandung,2015,8
Bandung,2016,7.61
Bandung,2017,7.36
Bandung,2018,6.65
Bandung,2019,5.94
Bandung,2020,6.91
Bandung,2021,7.15
Bandung,2022,6.8
Bandung,2023,6.4
Bandung,2024,6.19
Garut,2004,15.37
Garut,2005,17.43
Garut,2006,19.61
Garut,2007,19.31
Garut,2008,17.87
Garut,2009,15.7
Garut,2010,13.94
Garut,2011,13.47
Garut,2012,12.72
Garut,2013,12.79
Garut,2014,12.47
Garut,2015,12.81
Garut,2016,11.64
Garut,2017,11.27
Garut,2018,9.27
Garut,2019,8.98
Garut,2020,9.98
Garut,2021,10.65
Garut,2022,10.42
Garut,2023,9.77
Garut,2024,9.68
Tasikmalaya,2004,16.14
Tasikmalaya,2005,18.23
Tasikmalaya,2006,20.27
Tasikmalaya,2007,18.15
Tasikmalaya,2008,14.7
Tasikmalaya,2009,13.5
Tasikmalaya,2010,12.78
Tasikmalaya,2011,12.36
Tasikmalaya,2012,11.76
Tasikmalaya,2013,11.57
Tasikmalaya,2014,11.26
Tasikmalaya,2015,11.99
Tasikmalaya,2016,11.24
Tasikmalaya,2017,10.84
Tasikmalaya,2018,9.85
Tasikmalaya,2019,9.12
Tasikmalaya,2020,10.34
Tasikmalaya,2021,11.15
Tasikmalaya,2022,10.73
Tasikmalaya,2023,10.28
Tasikmalaya,2024,10.23
Ciamis,2004,14.73
Ciamis,2005,15.07
Ciamis,2006,16.13
Ciamis,2007,13.94
Ciamis,2008,12.32
Ciamis,2009,11.23
Ciamis,2010,10.34
Ciamis,2011,9.98
Ciamis,2012,9.63
Ciamis,2013,8.62
Ciamis,2014,8.38
Ciamis,2015,8.98
Ciamis,2016,8.42
Ciamis,2017,8.2
Ciamis,2018,7.22
Ciamis,2019,6.65
Ciamis,2020,7.62
Ciamis,2021,7.97
Ciamis,2022,7.72
Ciamis,2023,7.42
Ciamis,2024,7.39
Kuningan,2004,18.95
Kuningan,2005,18.65
Kuningan,2006,18.69
Kuningan,2007,17.58
Kuningan,2008,16.75
Kuningan,2009,15.91
Kuningan,2010,14.68
Kuningan,2011,14.2
Kuningan,2012,13.7
Kuningan,2013,13.34
Kuningan,2014,12.72
Kuningan,2015,13.97
Kuningan,2016,13.59
Kuningan,2017,13.27
Kuningan,2018,12.22
Kuningan,2019,11.41
Kuningan,2020,12.82
Kuningan,2021,13.1
Kuningan,2022,12.76
Kuningan,2023,12.12
Kuningan,2024,11.88
Cirebon,2004,16.59
Cirebon,2005,18.59
Cirebon,2006,21.13
Cirebon,2007,19.07
Cirebon,2008,20.25
Cirebon,2009,18.22
Cirebon,2010,16.12
Cirebon,2011,15.56
Cirebon,2012,14.96
Cirebon,2013,14.65
Cirebon,2014,14.22
Cirebon,2015,14.77
Cirebon,2016,13.49
Cirebon,2017,12.97
Cirebon,2018,10.7
Cirebon,2019,9.94
Cirebon,2020,11.24
Cirebon,2021,12.3
Cirebon,2022,12.01
Cirebon,2023,11.2
Cirebon,2024,11
Majalengka,2004,17.42
Majalengka,2005,19.39
Majalengka,2006,21.82
Majalengka,2007,19.77
Majalengka,2008,18.79
Majalengka,2009,17.12
Majalengka,2010,15.51
Majalengka,2011,14.98
Majalengka,2012,14.46
Majalengka,2013,14.07
Majalengka,2014,13.42
Majalengka,2015,14.19
Majalengka,2016,12.85
Majalengka,2017,12.6
Majalengka,2018,10.79
Majalengka,2019,10.06
Majalengka,2020,11.43
Majalengka,2021,12.33
Majalengka,2022,11.94
Majalengka,2023,11.21
Majalengka,2024,10.82
Sumedang,2004,11.74
Sumedang,2005,13.34
Sumedang,2006,15.12
Sumedang,2007,15.63
Sumedang,2008,15.18
Sumedang,2009,13.69
Sumedang,2010,12.94
Sumedang,2011,12.48
Sumedang,2012,11.87
Sumedang,2013,11.31
Sumedang,2014,10.78
Sumedang,2015,11.36
Sumedang,2016,10.57
Sumedang,2017,10.53
Sumedang,2018,9.76
Sumedang,2019,9.05
Sumedang,2020,10.26
Sumedang,2021,10.71
Sumedang,2022,10.14
Sumedang,2023,9.36
Sumedang,2024,9.1
Indramayu,2004,16.49
Indramayu,2005,18.43
Indramayu,2006,20.66
Indramayu,2007,20.96
Indramayu,2008,19.75
Indramayu,2009,17.99
Indramayu,2010,16.58
Indramayu,2011,16.01
Indramayu,2012,15.44
Indramayu,2013,14.99
Indramayu,2014,14.29
Indramayu,2015,14.98
Indramayu,2016,13.95
Indramayu,2017,13.67
Indramayu,2018,11.89
Indramayu,2019,11.11
Indramayu,2020,12.7
Indramayu,2021,13.04
Indramayu,2022,12.77
Indramayu,2023,12.13
Indramayu,2024,11.93
Subang,2004,14.67
Subang,2005,16.67
Subang,2006,18.9
Subang,2007,16.84
Subang,2008,15.15
Subang,2009,14.13
Subang,2010,13.54
Subang,2011,13.06
Subang,2012,12.49
Subang,2013,12.35
Subang,2014,11.73
Subang,2015,12.27
Subang,2016,11.05
Subang,2017,10.77
Subang,2018,8.67
Subang,2019,8.12
Subang,2020,9.31
Subang,2021,10.03
Subang,2022,9.75
Subang,2023,9.52
Subang,2024,9.49
Purwakarta,2004,12.6
Purwakarta,2005,14.37
Purwakarta,2006,16.34
Purwakarta,2007,14.7
Purwakarta,2008,11.61
Purwakarta,2009,10.48
Purwakarta,2010,10.57
Purwakarta,2011,10.22
Purwakarta,2012,9.57
Purwakarta,2013,9.28
Purwakarta,2014,8.8
Purwakarta,2015,9.14
Purwakarta,2016,8.98
Purwakarta,2017,9.06
Purwakarta,2018,7.99
Purwakarta,2019,7.48
Purwakarta,2020,8.27
Purwakarta,2021,8.83
Purwakarta,2022,8.7
Purwakarta,2023,8.46
Purwakarta,2024,8.41
Karawang,2004,13.28
Karawang,2005,14.93
Karawang,2006,16.51
Karawang,2007,14.83
Karawang,2008,14
Karawang,2009,12.9
Karawang,2010,12.21
Karawang,2011,11.8
Karawang,2012,11.11
Karawang,2013,10.69
Karawang,2014,10.15
Karawang,2015,10.37
Karawang,2016,10.07
Karawang,2017,10.25
Karawang,2018,8.06
Karawang,2019,7.39
Karawang,2020,8.26
Karawang,2021,8.95
Karawang,2022,8.44
Karawang,2023,7.87
Karawang,2024,7.86
Bekasi,2004,6.35
Bekasi,2005,7.01
Bekasi,2006,7.58
Bekasi,2007,6.66
Bekasi,2008,5.89
Bekasi,2009,5.97
Bekasi,2010,6.11
Bekasi,2011,5.93
Bekasi,2012,5.25
Bekasi,2013,5.2
Bekasi,2014,4.97
Bekasi,2015,5.27
Bekasi,2016,4.92
Bekasi,2017,4.73
Bekasi,2018,4.37
Bekasi,2019,4.01
Bekasi,2020,4.82
Bekasi,2021,5.21
Bekasi,2022,5.01
Bekasi,2023,4.93
Bekasi,2024,4.8
Bandung Barat,2004,-
Bandung Barat,2005,-
Bandung Barat,2006,-
Bandung Barat,2007,18.7
Bandung Barat,2008,17.61
Bandung Barat,2009,16.03
Bandung Barat,2010,14.68
Bandung Barat,2011,14.22
Bandung Barat,2012,13.35
Bandung Barat,2013,12.92
Bandung Barat,2014,12.26
Bandung Barat,2015,12.67
Bandung Barat,2016,11.71
Bandung Barat,2017,11.49
Bandung Barat,2018,10.06
Bandung Barat,2019,9.38
Bandung Barat,2020,10.49
Bandung Barat,2021,11.3
Bandung Barat,2022,10.82
Bandung Barat,2023,10.52
Bandung Barat,2024,10.49
Pangandaran,2004,-
Pangandaran,2005,-
Pangandaran,2006,-
Pangandaran,2007,-
Pangandaran,2008,-
Pangandaran,2009,-
Pangandaran,2010,-
Pangandaran,2011,-
Pangandaran,2012,-
Pangandaran,2013,-
Pangandaran,2014,-
Pangandaran,2015,10.76
Pangandaran,2016,10.23
Pangandaran,2017,10
Pangandaran,2018,8.12
Pangandaran,2019,7.71
Pangandaran,2020,8.99
Pangandaran,2021,9.65
Pangandaran,2022,9.32
Pangandaran,2023,8.98
Pangandaran,2024,8.75
Kota Bogor,2004,7.85
Kota Bogor,2005,8.31
Kota Bogor,2006,9.64
Kota Bogor,2007,9.47
Kota Bogor,2008,9.72
Kota Bogor,2009,8.82
Kota Bogor,2010,9.47
Kota Bogor,2011,9.16
Kota Bogor,2012,8.48
Kota Bogor,2013,8.19
Kota Bogor,2014,7.74
Kota Bogor,2015,7.6
Kota Bogor,2016,7.29
Kota Bogor,2017,7.11
Kota Bogor,2018,5.93
Kota Bogor,2019,5.77
Kota Bogor,2020,6.68
Kota Bogor,2021,7.24
Kota Bogor,2022,7.1
Kota Bogor,2023,6.67
Kota Bogor,2024,6.53
Kota Sukabumi,2004,6.16
Kota Sukabumi,2005,7.09
Kota Sukabumi,2006,8.2
Kota Sukabumi,2007,7.26
Kota Sukabumi,2008,10.41
Kota Sukabumi,2009,9.16
Kota Sukabumi,2010,9.24
Kota Sukabumi,2011,8.95
Kota Sukabumi,2012,8.42
Kota Sukabumi,2013,8.05
Kota Sukabumi,2014,7.65
Kota Sukabumi,2015,8.79
Kota Sukabumi,2016,8.59
Kota Sukabumi,2017,8.48
Kota Sukabumi,2018,7.12
Kota Sukabumi,2019,6.67
Kota Sukabumi,2020,7.7
Kota Sukabumi,2021,8.25
Kota Sukabumi,2022,8.02
Kota Sukabumi,2023,7.5
Kota Sukabumi,2024,7.2
Kota Bandung,2004,3.38
Kota Bandung,2005,3.71
Kota Bandung,2006,4.09
Kota Bandung,2007,3.68
Kota Bandung,2008,4.42
Kota Bandung,2009,4.5
Kota Bandung,2010,4.95
Kota Bandung,2011,4.78
Kota Bandung,2012,4.55
Kota Bandung,2013,4.78
Kota Bandung,2014,4.65
Kota Bandung,2015,4.61
Kota Bandung,2016,4.32
Kota Bandung,2017,4.17
Kota Bandung,2018,3.57
Kota Bandung,2019,3.38
Kota Bandung,2020,3.99
Kota Bandung,2021,4.37
Kota Bandung,2022,4.25
Kota Bandung,2023,3.96
Kota Bandung,2024,3.87
Kota Cirebon,2004,7.52
Kota Cirebon,2005,6.91
Kota Cirebon,2006,8.7
Kota Cirebon,2007,8.7
Kota Cirebon,2008,14.11
Kota Cirebon,2009,13.06
Kota Cirebon,2010,12
Kota Cirebon,2011,11.56
Kota Cirebon,2012,11.1
Kota Cirebon,2013,10.54
Kota Cirebon,2014,10.03
Kota Cirebon,2015,10.36
Kota Cirebon,2016,9.73
Kota Cirebon,2017,9.66
Kota Cirebon,2018,8.88
Kota Cirebon,2019,8.41
Kota Cirebon,2020,9.52
Kota Cirebon,2021,10.03
Kota Cirebon,2022,9.82
Kota Cirebon,2023,9.16
Kota Cirebon,2024,9.02
Kota Bekasi,2004,1.04
Kota Bekasi,2005,3.42
Kota Bekasi,2006,5.07
Kota Bekasi,2007,4.97
Kota Bekasi,2008,6.36
Kota Bekasi,2009,5.78
Kota Bekasi,2010,6.3
Kota Bekasi,2011,6.12
Kota Bekasi,2012,5.56
Kota Bekasi,2013,5.33
Kota Bekasi,2014,5.25
Kota Bekasi,2015,5.46
Kota Bekasi,2016,5.06
Kota Bekasi,2017,4.79
Kota Bekasi,2018,4.11
Kota Bekasi,2019,3.81
Kota Bekasi,2020,4.38
Kota Bekasi,2021,4.74
Kota Bekasi,2022,4.43
Kota Bekasi,2023,4.1
Kota Bekasi,2024,4.01
Kota Depok,2004,4.84
Kota Depok,2005,2.88
Kota Depok,2006,2.48
Kota Depok,2007,2.42
Kota Depok,2008,2.69
Kota Depok,2009,2.93
Kota Depok,2010,2.84
Kota Depok,2011,2.75
Kota Depok,2012,2.46
Kota Depok,2013,2.32
Kota Depok,2014,2.32
Kota Depok,2015,2.4
Kota Depok,2016,2.34
Kota Depok,2017,2.34
Kota Depok,2018,2.14
Kota Depok,2019,2.07
Kota Depok,2020,2.45
Kota Depok,2021,2.58
Kota Depok,2022,2.53
Kota Depok,2023,2.38
Kota Depok,2024,2.34
Kota Cimahi,2004,8.85
Kota Cimahi,2005,8.44
Kota Cimahi,2006,7.41
Kota Cimahi,2007,7.33
Kota Cimahi,2008,8.35
Kota Cimahi,2009,7.1
Kota Cimahi,2010,7.4
Kota Cimahi,2011,7.15
Kota Cimahi,2012,6.68
Kota Cimahi,2013,5.63
Kota Cimahi,2014,5.47
Kota Cimahi,2015,5.84
Kota Cimahi,2016,5.92
Kota Cimahi,2017,5.76
Kota Cimahi,2018,4.94
Kota Cimahi,2019,4.39
Kota Cimahi,2020,5.11
Kota Cimahi,2021,5.35
Kota Cimahi,2022,5.11
Kota Cimahi,2023,4.66
Kota Cimahi,2024,4.39
Kota Tasikmalaya,2004,8.48
Kota Tasikmalaya,2005,9.12
Kota Tasikmalaya,2006,10.23
Kota Tasikmalaya,2007,9.3
Kota Tasikmalaya,2008,26.08
Kota Tasikmalaya,2009,23.55
Kota Tasikmalaya,2010,20.71
Kota Tasikmalaya,2011,19.98
Kota Tasikmalaya,2012,18.94
Kota Tasikmalaya,2013,17.19
Kota Tasikmalaya,2014,15.95
Kota Tasikmalaya,2015,16.28
Kota Tasikmalaya,2016,15.6
Kota Tasikmalaya,2017,14.8
Kota Tasikmalaya,2018,12.71
Kota Tasikmalaya,2019,11.6
Kota Tasikmalaya,2020,12.97
Kota Tasikmalaya,2021,13.13
Kota Tasikmalaya,2022,12.72
Kota Tasikmalaya,2023,11.53
Kota Tasikmalaya,2024,11.1
Kota Banjar,2004,10.33
Kota Banjar,2005,10.07
Kota Banjar,2006,7.96
Kota Banjar,2007,7.86
Kota Banjar,2008,9.31
Kota Banjar,2009,8.64
Kota Banjar,2010,8.47
Kota Banjar,2011,8.21
Kota Banjar,2012,7.79
Kota Banjar,2013,7.11
Kota Banjar,2014,6.95
Kota Banjar,2015,7.41
Kota Banjar,2016,7.01
Kota Banjar,2017,7.06
Kota Banjar,2018,5.7
Kota Banjar,2019,5.5
Kota Banjar,2020,6.09
Kota Banjar,2021,7.11
Kota Banjar,2022,6.73
Kota Banjar,2023,6.14
Kota Banjar,2024,5.85
JAWA TENGAH,2004,21.11
JAWA TENGAH,2005,20.49
JAWA TENGAH,2006,22.19
JAWA TENGAH,2007,20.43
JAWA TENGAH,2008,18.99
JAWA TENGAH,2009,17.48
JAWA TENGAH,2010,16.11
JAWA TENGAH,2011,16.21
JAWA TENGAH,2012,14.98
JAWA TENGAH,2013,14.44
JAWA TENGAH,2014,13.58
JAWA TENGAH,2015,13.58
JAWA TENGAH,2016,13.27
JAWA TENGAH,2017,13.01
JAWA TENGAH,2018,11.32
JAWA TENGAH,2019,10.8
JAWA TENGAH,2020,11.41
JAWA TENGAH,2021,11.79
JAWA TENGAH,2022,10.93
JAWA TENGAH,2023,10.77
JAWA TENGAH,2024,10.47
Cilacap,2004,20.9
Cilacap,2005,22.25
Cilacap,2006,24.93
Cilacap,2007,22.59
Cilacap,2008,21.4
Cilacap,2009,19.88
Cilacap,2010,18.11
Cilacap,2011,17.15
Cilacap,2012,15.92
Cilacap,2013,15.24
Cilacap,2014,14.21
Cilacap,2015,14.39
Cilacap,2016,14.12
Cilacap,2017,13.94
Cilacap,2018,11.25
Cilacap,2019,10.73
Cilacap,2020,11.46
Cilacap,2021,11.67
Cilacap,2022,11.02
Cilacap,2023,10.99
Cilacap,2024,10.68
Banyumas,2004,21.47
Banyumas,2005,22.02
Banyumas,2006,24.44
Banyumas,2007,22.46
Banyumas,2008,22.93
Banyumas,2009,21.52
Banyumas,2010,20.2
Banyumas,2011,21.11
Banyumas,2012,19.44
Banyumas,2013,18.44
Banyumas,2014,17.45
Banyumas,2015,17.52
Banyumas,2016,17.23
Banyumas,2017,17.05
Banyumas,2018,13.5
Banyumas,2019,12.53
Banyumas,2020,13.26
Banyumas,2021,13.66
Banyumas,2022,12.84
Banyumas,2023,12.53
Banyumas,2024,11.95
Purbalingga,2004,31.2
Purbalingga,2005,29.95
Purbalingga,2006,32.38
Purbalingga,2007,30.24
Purbalingga,2008,27.12
Purbalingga,2009,24.97
Purbalingga,2010,24.58
Purbalingga,2011,23.06
Purbalingga,2012,21.19
Purbalingga,2013,20.53
Purbalingga,2014,19.75
Purbalingga,2015,19.7
Purbalingga,2016,18.98
Purbalingga,2017,18.8
Purbalingga,2018,15.62
Purbalingga,2019,15.03
Purbalingga,2020,15.9
Purbalingga,2021,16.24
Purbalingga,2022,15.3
Purbalingga,2023,14.99
Purbalingga,2024,14.18
Banjarnegara,2004,26.91
Banjarnegara,2005,27.35
Banjarnegara,2006,29.4
Banjarnegara,2007,27.18
Banjarnegara,2008,23.34
Banjarnegara,2009,21.36
Banjarnegara,2010,19.17
Banjarnegara,2011,20.38
Banjarnegara,2012,18.87
Banjarnegara,2013,18.71
Banjarnegara,2014,17.77
Banjarnegara,2015,18.37
Banjarnegara,2016,17.46
Banjarnegara,2017,17.21
Banjarnegara,2018,15.46
Banjarnegara,2019,14.76
Banjarnegara,2020,15.64
Banjarnegara,2021,16.23
Banjarnegara,2022,15.2
Banjarnegara,2023,14.9
Banjarnegara,2024,14.71
Kebumen,2004,30.95
Kebumen,2005,29.83
Kebumen,2006,32.49
Kebumen,2007,30.25
Kebumen,2008,27.87
Kebumen,2009,25.73
Kebumen,2010,22.7
Kebumen,2011,24.06
Kebumen,2012,22.4
Kebumen,2013,21.32
Kebumen,2014,20.5
Kebumen,2015,20.44
Kebumen,2016,19.86
Kebumen,2017,19.6
Kebumen,2018,17.47
Kebumen,2019,16.82
Kebumen,2020,17.59
Kebumen,2021,17.83
Kebumen,2022,16.41
Kebumen,2023,16.34
Kebumen,2024,15.71
Purworejo,2004,23.51
Purworejo,2005,22.77
Purworejo,2006,22.75
Purworejo,2007,20.49
Purworejo,2008,18.22
Purworejo,2009,17.02
Purworejo,2010,16.61
Purworejo,2011,17.51
Purworejo,2012,16.32
Purworejo,2013,15.44
Purworejo,2014,14.41
Purworejo,2015,14.27
Purworejo,2016,13.91
Purworejo,2017,13.81
Purworejo,2018,11.67
Purworejo,2019,11.45
Purworejo,2020,11.78
Purworejo,2021,12.4
Purworejo,2022,11.53
Purworejo,2023,11.33
Purworejo,2024,10.87
Wonosobo,2004,33.15
Wonosobo,2005,31.68
Wonosobo,2006,34.43
Wonosobo,2007,32.29
Wonosobo,2008,27.72
Wonosobo,2009,25.91
Wonosobo,2010,23.15
Wonosobo,2011,24.21
Wonosobo,2012,22.5
Wonosobo,2013,22.08
Wonosobo,2014,21.42
Wonosobo,2015,21.45
Wonosobo,2016,20.53
Wonosobo,2017,20.32
Wonosobo,2018,17.58
Wonosobo,2019,16.63
Wonosobo,2020,17.36
Wonosobo,2021,17.67
Wonosobo,2022,16.17
Wonosobo,2023,15.58
Wonosobo,2024,15.28
Magelang,2004,16.1
Magelang,2005,15.42
Magelang,2006,17.36
Magelang,2007,17.37
Magelang,2008,16.49
Magelang,2009,15.19
Magelang,2010,14.14
Magelang,2011,15.18
Magelang,2012,13.97
Magelang,2013,13.96
Magelang,2014,12.98
Magelang,2015,13.07
Magelang,2016,12.67
Magelang,2017,12.42
Magelang,2018,11.23
Magelang,2019,10.67
Magelang,2020,11.27
Magelang,2021,11.91
Magelang,2022,11.09
Magelang,2023,10.96
Magelang,2024,10.83
Boyolali,2004,18.47
Boyolali,2005,17.75
Boyolali,2006,20
Boyolali,2007,18.06
Boyolali,2008,17.08
Boyolali,2009,15.96
Boyolali,2010,13.72
Boyolali,2011,14.97
Boyolali,2012,13.88
Boyolali,2013,13.27
Boyolali,2014,12.36
Boyolali,2015,12.45
Boyolali,2016,12.09
Boyolali,2017,11.96
Boyolali,2018,10.04
Boyolali,2019,9.53
Boyolali,2020,10.18
Boyolali,2021,10.62
Boyolali,2022,9.82
Boyolali,2023,9.81
Boyolali,2024,9.63
Klaten,2004,23.38
Klaten,2005,22.48
Klaten,2006,22.99
Klaten,2007,22.27
Klaten,2008,21.72
Klaten,2009,19.68
Klaten,2010,17.47
Klaten,2011,17.95
Klaten,2012,16.71
Klaten,2013,15.6
Klaten,2014,14.56
Klaten,2015,14.89
Klaten,2016,14.46
Klaten,2017,14.15
Klaten,2018,12.96
Klaten,2019,12.28
Klaten,2020,12.89
Klaten,2021,13.49
Klaten,2022,12.33
Klaten,2023,12.28
Klaten,2024,12.04
Sukoharjo,2004,14.38
Sukoharjo,2005,13.67
Sukoharjo,2006,15.63
Sukoharjo,2007,14.02
Sukoharjo,2008,12.13
Sukoharjo,2009,11.51
Sukoharjo,2010,10.94
Sukoharjo,2011,11.13
Sukoharjo,2012,10.15
Sukoharjo,2013,9.87
Sukoharjo,2014,9.18
Sukoharjo,2015,9.26
Sukoharjo,2016,9.07
Sukoharjo,2017,8.75
Sukoharjo,2018,7.41
Sukoharjo,2019,7.14
Sukoharjo,2020,7.68
Sukoharjo,2021,8.23
Sukoharjo,2022,7.61
Sukoharjo,2023,7.58
Sukoharjo,2024,7.47
Wonogiri,2004,24.43
Wonogiri,2005,25.21
Wonogiri,2006,27.01
Wonogiri,2007,24.44
Wonogiri,2008,20.71
Wonogiri,2009,19.08
Wonogiri,2010,15.67
Wonogiri,2011,15.74
Wonogiri,2012,14.67
Wonogiri,2013,14.02
Wonogiri,2014,13.09
Wonogiri,2015,12.98
Wonogiri,2016,13.12
Wonogiri,2017,12.9
Wonogiri,2018,10.75
Wonogiri,2019,10.25
Wonogiri,2020,10.86
Wonogiri,2021,11.55
Wonogiri,2022,10.99
Wonogiri,2023,10.94
Wonogiri,2024,10.71
Karanganyar,2004,16.14
Karanganyar,2005,16.14
Karanganyar,2006,18.69
Karanganyar,2007,17.39
Karanganyar,2008,15.68
Karanganyar,2009,14.73
Karanganyar,2010,13.98
Karanganyar,2011,15.29
Karanganyar,2012,14.07
Karanganyar,2013,13.58
Karanganyar,2014,12.62
Karanganyar,2015,12.46
Karanganyar,2016,12.49
Karanganyar,2017,12.28
Karanganyar,2018,10.01
Karanganyar,2019,9.55
Karanganyar,2020,10.28
Karanganyar,2021,10.68
Karanganyar,2022,9.85
Karanganyar,2023,9.79
Karanganyar,2024,9.59
Sragen,2004,26.06
Sragen,2005,24.28
Sragen,2006,23.72
Sragen,2007,21.24
Sragen,2008,20.83
Sragen,2009,19.7
Sragen,2010,17.49
Sragen,2011,17.95
Sragen,2012,16.72
Sragen,2013,15.93
Sragen,2014,14.87
Sragen,2015,14.86
Sragen,2016,14.38
Sragen,2017,14.02
Sragen,2018,13.12
Sragen,2019,12.79
Sragen,2020,13.38
Sragen,2021,13.83
Sragen,2022,12.94
Sragen,2023,12.87
Sragen,2024,12.41
Grobogan,2004,29.3
Grobogan,2005,28
Grobogan,2006,27.6
Grobogan,2007,25.14
Grobogan,2008,19.84
Grobogan,2009,18.68
Grobogan,2010,17.86
Grobogan,2011,17.38
Grobogan,2012,16.13
Grobogan,2013,14.87
Grobogan,2014,13.86
Grobogan,2015,13.68
Grobogan,2016,13.57
Grobogan,2017,13.27
Grobogan,2018,12.31
Grobogan,2019,11.77
Grobogan,2020,12.46
Grobogan,2021,12.74
Grobogan,2022,11.8
Grobogan,2023,11.72
Grobogan,2024,11.43
Blora,2004,22.97
Blora,2005,21.73
Blora,2006,23.95
Blora,2007,21.46
Blora,2008,18.79
Blora,2009,17.7
Blora,2010,16.27
Blora,2011,16.24
Blora,2012,15.1
Blora,2013,14.64
Blora,2014,13.66
Blora,2015,13.52
Blora,2016,13.33
Blora,2017,13.04
Blora,2018,11.9
Blora,2019,11.32
Blora,2020,11.96
Blora,2021,12.39
Blora,2022,11.53
Blora,2023,11.49
Blora,2024,11.42
Rembang,2004,32
Rembang,2005,30.72
Rembang,2006,33.2
Rembang,2007,30.71
Rembang,2008,27.21
Rembang,2009,25.86
Rembang,2010,23.4
Rembang,2011,23.71
Rembang,2012,21.88
Rembang,2013,20.97
Rembang,2014,19.5
Rembang,2015,19.28
Rembang,2016,18.54
Rembang,2017,18.35
Rembang,2018,15.41
Rembang,2019,14.95
Rembang,2020,15.6
Rembang,2021,15.8
Rembang,2022,14.65
Rembang,2023,14.17
Rembang,2024,14.02
Pati,2004,20.67
Pati,2005,19.82
Pati,2006,22.14
Pati,2007,19.79
Pati,2008,17.9
Pati,2009,15.92
Pati,2010,14.48
Pati,2011,14.69
Pati,2012,13.61
Pati,2013,12.94
Pati,2014,12.06
Pati,2015,11.95
Pati,2016,11.65
Pati,2017,11.38
Pati,2018,9.9
Pati,2019,9.46
Pati,2020,10.08
Pati,2021,10.21
Pati,2022,9.33
Pati,2023,9.31
Pati,2024,9.17
Kudus,2004,11.44
Kudus,2005,10.93
Kudus,2006,12.05
Kudus,2007,10.73
Kudus,2008,12.58
Kudus,2009,10.8
Kudus,2010,9.01
Kudus,2011,9.45
Kudus,2012,8.63
Kudus,2013,8.62
Kudus,2014,7.99
Kudus,2015,7.73
Kudus,2016,7.65
Kudus,2017,7.59
Kudus,2018,6.98
Kudus,2019,6.68
Kudus,2020,7.31
Kudus,2021,7.6
Kudus,2022,7.41
Kudus,2023,7.24
Kudus,2024,7.23
Jepara,2004,9.88
Jepara,2005,10.39
Jepara,2006,11.75
Jepara,2007,10.44
Jepara,2008,11.05
Jepara,2009,9.6
Jepara,2010,10.18
Jepara,2011,10.32
Jepara,2012,9.38
Jepara,2013,9.23
Jepara,2014,8.55
Jepara,2015,8.5
Jepara,2016,8.35
Jepara,2017,8.12
Jepara,2018,7
Jepara,2019,6.66
Jepara,2020,7.17
Jepara,2021,7.44
Jepara,2022,6.88
Jepara,2023,6.61
Jepara,2024,6.09
Demak,2004,24.94
Demak,2005,23.6
Demak,2006,26.03
Demak,2007,23.5
Demak,2008,21.24
Demak,2009,19.7
Demak,2010,18.76
Demak,2011,18.21
Demak,2012,16.73
Demak,2013,15.72
Demak,2014,14.6
Demak,2015,14.44
Demak,2016,14.1
Demak,2017,13.41
Demak,2018,12.54
Demak,2019,11.86
Demak,2020,12.54
Demak,2021,12.92
Demak,2022,12.09
Demak,2023,12.01
Demak,2024,11.89
Semarang,2004,13.68
Semarang,2005,13.16
Semarang,2006,13.62
Semarang,2007,12.34
Semarang,2008,11.37
Semarang,2009,10.66
Semarang,2010,10.5
Semarang,2011,10.3
Semarang,2012,9.4
Semarang,2013,8.51
Semarang,2014,8.05
Semarang,2015,8.15
Semarang,2016,7.99
Semarang,2017,7.78
Semarang,2018,7.29
Semarang,2019,7.04
Semarang,2020,7.51
Semarang,2021,7.82
Semarang,2022,7.27
Semarang,2023,7.17
Semarang,2024,6.96
Temanggung,2004,15.22
Temanggung,2005,14.5
Temanggung,2006,16.62
Temanggung,2007,16.55
Temanggung,2008,16.39
Temanggung,2009,15.05
Temanggung,2010,13.46
Temanggung,2011,13.38
Temanggung,2012,12.32
Temanggung,2013,12.42
Temanggung,2014,11.55
Temanggung,2015,11.76
Temanggung,2016,11.6
Temanggung,2017,11.46
Temanggung,2018,9.87
Temanggung,2019,9.42
Temanggung,2020,9.96
Temanggung,2021,10.17
Temanggung,2022,9.33
Temanggung,2023,9.26
Temanggung,2024,8.67
Kendal,2004,20.87
Kendal,2005,20.06
Kendal,2006,21.59
Kendal,2007,20.7
Kendal,2008,17.87
Kendal,2009,16.02
Kendal,2010,14.47
